FUA code,FUA name,FUA-code,X,Y,C_urban woody feature_FUA_%
IT016,Perugia,IT016,12.3374004,43.0876999,36.724180897
IT017,Ancona,IT017,13.4434996,43.5500984,13.211840508
IT019,Pescara,IT019,14.1686001,42.4445992,30.991357024
IT020,Campobasso,IT020,14.7110996,41.5718002,39.622671039
IT021,Caserta,IT021,14.3492002,41.0942001,44.255373030
IT022,Taranto,IT022,17.3083992,40.4934998,30.902125491
IT023,Potenza,IT023,15.8484001,40.6394997,47.048928364
IT024,Catanzaro,IT024,16.5695,38.9492989,67.207495369
IT025,Reggio di Calabria,IT025,15.7321997,38.1040001,49.863543614
IT026,Sassari,IT026,8.4819698,40.7247009,27.293733415
IT027,Cagliari,IT027,9.0911598,39.3120995,32.814173147
IT028,Padova,IT028,11.8766003,45.3804016,10.516593078
IT029,Brescia,IT029,10.1912003,45.5228996,25.327396321
IT030,Modena,*,10.9689999,44.6562996,12.787940333
IT031,Foggia,*,15.5036001,41.4037018,7.249141974
IT032,Salerno,*,14.8613997,40.7114983,69.260857815
IT033,Piacenza,IT033,9.66745,44.9632988,16.544701437
IT034,Bolzano,IT034,11.3901997,46.5461998,73.529860926
IT035,Udine,IT035,13.2153997,46.0824013,25.000807023
IT036,La Spezia,IT036,9.8693399,44.1542015,75.725035183
IT037,Lecce,IT037,18.1713009,40.3554993,42.656589143
IT038,Barletta,*,16.2171001,41.2896004,44.595396176
IT039,Pesaro,IT039,12.8298998,43.8644981,23.017049334
IT040,Como,IT040,9.1092596,45.8333015,63.088430747
IT041,Pisa,*,10.4057999,43.7090988,35.651075989
IT042,Treviso,IT042,12.2257004,45.6744995,11.915470148
IT043,Varese,IT043,8.8176603,45.8375015,62.591129813
IT045,Asti,IT045,8.2105598,44.9233017,46.047583929
IT046,Pavia,IT046,9.1619501,45.160099,14.801675156
IT047,Massa,IT047,10.1624002,44.0479012,60.428855490
IT048,Cosenza,IT048,16.3630009,39.2887001,75.015016944
IT052,Savona,IT052,8.4314804,44.3522987,85.433437353
IT054,Matera,*,16.5867004,40.5937996,26.273387866
IT056,Acireale,IT056,15.1554003,37.6493988,58.932771966
IT057,Avellino,IT057,14.835,40.9322014,78.962071770
IT058,Pordenone,IT058,12.6796999,45.9682007,9.525750154
IT060,Lecco,IT060,9.4105101,45.8857002,66.334000277
IT061,Altamura,*,16.5503006,40.8596992,9.135557508
IT064,Battipaglia,IT064,14.9530001,40.5973015,15.440446411
IT065,Bisceglie,*,16.4855003,41.2057991,68.169030662
IT066,Carpi,IT066,10.8921003,44.8224983,8.515556048
IT067,Cerignola,*,15.8774004,41.2784996,15.225737251
IT068,Gallarate,*,8.7887802,45.6631012,37.173506671
IT069,Gela,IT069,14.2086,37.1441994,7.691403069
IT073,Sassuolo,*,10.7385998,44.5112,29.334218904
IT501,Messina,IT501,15.4801998,38.1750984,48.156618229
IT502,Prato,IT502,11.0852003,43.9508018,68.908071475
IT503,Parma,IT503,10.2652998,44.7578011,20.889913558
IT504,Livorno,*,10.4076004,43.5503998,42.479943678
IT505,Reggio nell'Emilia,IT505,10.5927,44.6661987,20.543677127
IT506,Ravenna,*,12.1605997,44.428299,9.878824689
IT507,Ferrara,IT507,11.6864004,44.8429985,9.926021420
IT508,Rimini,IT508,12.5193005,44.0180016,14.638750201
IT509,Siracusa,IT509,15.1768999,37.0200005,43.264101817
IT511,Bergamo,IT511,9.6756802,45.7000008,32.170983229
IT512,Forlì,*,12.0132999,44.1347008,34.894297629
IT513,Latina,IT513,12.9911003,41.4816017,28.337887842
IT514,Vicenza,IT514,11.5544996,45.5351982,23.986041154
IT515,Terni,IT515,12.5874004,42.5713005,59.455344048
IT516,Novara,IT516,8.5915604,45.4431992,10.688056066
IT518,Alessandria,IT518,8.5830803,44.8811989,12.091045362
IT519,Arezzo,IT519,11.8537998,43.4366989,54.914570353
IT520,Grosseto,IT520,11.1815004,42.8208008,41.901497808
IT521,Brindisi,*,17.8773994,40.5772018,30.621934522
IT522,Trapani,IT522,12.6373997,37.9561005,12.993498432
IT523,Ragusa,IT523,14.6639004,36.9127007,18.831679455
IT524,Andria,*,16.2355003,41.157299,49.112220344
IT525,Trani,*,16.3899002,41.2397003,54.906584262
IT526,L'Aquila,IT526,13.4348001,42.3608017,48.413724205
LT001,Vilnius,LT001,25.1308994,54.6936989,51.673904518
LT002,Kaunas,LT002,23.8106003,54.9641991,38.250031993
LT003,Panevėžys,LT003,24.3544006,55.6675987,37.684599413
LT004,Alytus,LT004,24.0361996,54.4011002,43.829112722
LT501,Klaipėda,LT501,21.1520004,55.7075005,35.424282611
LT502,Šiauliai,LT502,23.3248005,55.9049988,23.159155872
LU001,Luxembourg,LU001,6.0924301,49.7767982,41.730663985
LV001,Rīga,LV001,24.5512009,56.8348007,64.958618561
LV002,Liepāja,LV002,21.2905998,56.4933014,53.764589186
LV003,Jelgava,LV003,23.7040005,56.5936012,38.012169235
LV501,Daugavpils,LV501,26.4969997,55.9431,51.541677846
ME001,Podgorica,ME001,19.3045998,42.5098991,42.007486114
MK001,Skopje,MK001,21.5804005,42.0587006,32.004263878
MK003,Bitola,MK003,21.2824993,41.0685997,41.659249331
MK004,Tetovo,MK004,20.9859009,41.955101,49.373914795
MK005,Prilep,MK005,21.4703007,41.3930016,29.003849768
MT001,Valletta,MT001,14.4408998,35.8886986,5.875679723
NL001,s' Gravenhage,*,4.3350701,52.0433006,21.074291137
NL002,Amsterdam,*,4.96136,52.5051994,10.242938841
NL003,Rotterdam,*,4.4209499,51.8319016,10.756947540
NL004,Utrecht,*,5.1161699,52.0601006,21.629325380
NL005,Eindhoven,NL005,5.5341001,51.4258003,32.177887369
NL006,Tilburg,NL006,5.1193299,51.5600014,30.344348520
NL007,Groningen,*,6.5943198,53.2448997,9.929732161
NL008,Enschede,*,6.8014898,52.2654991,23.824904797
NL009,Arnhem,*,5.92872,51.9710999,29.194793219
NL010,Heerlen,*,5.9439702,50.8717995,26.304933829
NL012,Breda,*,4.78651,51.5632019,19.966178522
NL013,Nijmegen,NL013,5.7986898,51.8199005,23.995625389
NL014,Apeldoorn,*,5.9843302,52.2167015,44.447016760
NL015,Leeuwarden,NL015,5.81111,53.2210999,6.176727873
NL016,Sittard-Geleen,NL016,5.8566699,51.0312004,22.134351478
NL020,Roosendaal,*,4.4895902,51.539299,18.188014127
NL026,Alphen aan den Rijn,NL026,4.6409798,52.1133003,8.108163210
NL028,Bergen op Zoom,*,4.2311502,51.5124016,21.280894072
NL030,Gouda,NL030,4.7062001,52.0153008,20.117165911
NL032,Middelburg      ,NL032,3.58987,51.5163994,12.852823011
NL503,s-Hertogenbosch,NL503,5.2948699,51.7092018,17.704262526
NL504,Amersfoort,NL504,5.39995,52.1489983,26.866490120
NL505,Maastricht,NL505,5.7586002,50.8409996,24.530909438
NL507,Leiden,*,4.4843602,52.2000999,13.622848636
NL511,Zwolle,NL511,6.1690898,52.5102997,17.586957005
NL512,Ede,*,5.7221098,52.0668983,41.708611844
NL513,Deventer,*,6.1972299,52.3144989,18.466176643
NL514,Alkmaar,NL514,4.7534199,52.6921997,11.087059952
NL515,Venlo,NL515,6.0580902,51.387001,27.270468039
NL519,Almelo,NL519,6.6621499,52.3949013,13.700539602
NL520,Lelystad,*,5.4889698,52.5311012,8.803196427
NL521,Oss,*,5.5530901,51.7414017,19.322545011
NL522,Assen,NL522,6.6166401,52.9327011,20.679021542
NL524,Veenendaal,*,5.5533199,52.0110016,27.399928139
NL529,Soest,NL529,5.2829199,52.1759987,50.154437582
NO001,Oslo,NO001,11.1377001,59.921299,69.394606736
NO002,Bergen,NO002,5.5002699,60.4947014,50.686830082
NO003,Trondheim,NO003,10.6505003,63.2462997,56.552702443
NO004,Stavanger,NO004,6.0824399,58.9000015,26.452738363
NO005,Kristiansand,NO005,7.8379402,58.2797012,82.492768284
NO006,Tromsø,NO006,19.1788006,69.767601,26.995233474
PL001,Warszawa,PL001,21.1014996,52.2997017,40.148862978
PL002,Łódź,PL002,19.5165005,51.8050995,34.262886891
PL003,Kraków,PL003,20.0634003,50.0806007,28.250416008
PL004,Wrocław,PL004,17.0028992,51.1328011,25.346814921
PL005,Poznań,PL005,16.9400997,52.4247017,31.260707703
PL006,Gdańsk,PL006,18.4705009,54.3602982,36.807731300
PL007,Szczecin,*,14.6187,53.3473015,37.232709985
PL008,Bydgoszcz,PL008,17.9577999,53.1693001,39.303863525
PL009,Lublin,PL009,22.6100006,51.1963005,19.893388037
PL010,Katowice,*,18.9002991,50.2943993,44.945667278
PL011,Białystok,PL011,23.2275009,53.1906013,44.011227156
PL012,Kielce,PL012,20.6411991,50.8442993,46.654203366
PL013,Toruń,PL013,18.6905003,53.0508995,37.163716124
PL014,Olsztyn,PL014,20.4976006,53.7963982,51.412285475
PL015,Rzeszów,PL015,22.0522995,50.0071983,37.826455677
PL016,Opole,PL016,17.8337002,50.6876984,41.381372807
PL017,Gorzów Wielkopolski,PL017,15.2179003,52.7532997,48.802445101
PL018,Zielona Góra,PL018,15.4041004,51.9762001,65.189089335
PL019,Jelenia Góra,PL019,15.6908998,50.9138985,53.854679375
PL020,Nowy Sącz,PL020,20.7248001,49.5890999,55.656366433
PL021,Suwałki,PL021,22.9676991,54.1766014,29.590435516
PL022,Konin,PL022,18.2234001,52.225399,28.102566592
PL024,Częstochowa,PL024,19.1982002,50.8515015,45.556822659
PL025,Radom,PL025,21.1676998,51.3688011,23.798209145
PL026,Płock,PL026,19.7481003,52.5900002,25.499259727
PL027,Kalisz,PL027,18.1651001,51.7901001,22.292869038
PL028,Koszalin,PL028,16.2980995,54.1132011,50.581163431
PL029,Słupsk,PL029,17.1786995,54.4325981,48.142984678
PL030,Jastrzębie-Zdrój,*,18.6292,49.9715996,26.520434152
PL031,Siedlce,PL031,22.2987003,52.1495018,28.335139181
PL032,Piotrków Trybunalski,PL032,19.7303009,51.3398018,37.149967253
PL033,Lubin,PL033,16.2054005,51.4175987,46.610993081
PL034,Piła,PL034,16.7341995,53.1637993,52.370421533
PL035,Inowrocław,PL035,18.2730007,52.7913017,8.868888495
PL036,Ostrowiec Świętokrzyski,PL036,21.4029999,50.9418983,43.775169224
PL037,Gniezno,PL037,17.5587997,52.5513,20.317690834
PL038,Stargard Szczeciński,PL038,15.0411997,53.3419991,19.985736951
PL039,Ostrów Wielkopolski,PL039,17.8134003,51.6328011,30.209605643
PL040,Przemyśl,PL040,22.7406006,49.7832985,42.945893228
PL041,Zamość,PL041,23.2835999,50.7392006,20.449182902
PL042,Chełm,PL042,23.5233994,51.1531982,25.476712130
PL043,Pabianice,*,19.3248997,51.6231003,42.940594759
PL044,Głogów,PL044,16.0778008,51.6514015,28.694370674
PL045,Stalowa Wola,PL045,22.1271,50.5586014,58.713182885
PL046,Tomaszów Mazowiecki,PL046,20.0137997,51.5031013,51.571922944
PL047,Łomża,PL047,22.0888996,53.1801987,26.143945641
PL048,Leszno,PL048,16.5977993,51.8678017,30.391545246
PL049,Świdnica,PL049,16.5093994,50.8656998,22.194257708
PL051,Tczew,PL051,18.7185001,54.0626984,19.348714479
PL052,Ełk,PL052,22.3414993,53.8232002,37.565275057
PL506,Bielsko-Biała,PL506,19.0648003,49.8083,48.185696031
PL508,Rybnik,*,18.5442009,50.1055984,49.883517312
PL511,Wałbrzych,PL511,16.2639008,50.7514992,56.242641989
PL512,Elbląg,PL512,19.4916992,54.1433983,35.101863678
PL513,Włocławek,PL513,19.0438995,52.5964012,31.440661481
PL514,Tarnów,PL514,20.9617004,50.0049019,38.847457994
PL516,Legnica,PL516,16.2455997,51.2083015,21.427173596
PL517,Grudziądz,PL517,18.8201008,53.4561996,26.747257820
PT001,Lisboa,PT001,-8.9907703,38.8260994,32.666364248
PT002,Porto,PT002,-8.4777603,41.1501999,43.179439553
PT003,Braga,*,-8.4188499,41.6254997,45.933880385
PT004,Funchal,PT004,-16.8764992,32.6720009,51.633286742
PT005,Coimbra,PT005,-8.4467497,40.1861992,63.858527127
PT007,Ponta Delgada,PT007,-25.5760002,37.7972984,25.348111398
PT008,Aveiro,PT008,-8.59231,40.6573982,41.835129720
PT009,Faro,PT009,-7.8765998,37.1004982,33.569281907
PT014,Viseu,PT014,-7.83956,40.7114983,59.653289886
PT016,Viana do Castelo,PT016,-8.76017,41.7168999,43.372123983
PT019,Póvoa de Varzim,PT019,-8.7189302,41.4189987,20.351592631
PT505,Guimarães,*,-8.3137102,41.4528008,41.842834874
RO001,Bucureşti,RO001,26.1266003,44.4367981,19.287159295
RO002,Cluj-Napoca,RO002,23.5981007,46.7941017,25.246289267
RO003,Timişoara,RO003,21.2304001,45.7527008,18.480361949
RO004,Craiova,RO004,23.7555008,44.3246002,20.183797652
RO005,Brăila,RO005,27.9757996,45.2584,15.606677699
RO006,Oradea,RO006,21.9263992,47.0388985,28.362593915
RO007,Bacău,RO007,26.8575993,46.581501,38.969601383
RO008,Arad,RO008,21.3463001,46.1677017,10.906876744
RO009,Sibiu,RO009,24.0676994,45.7011986,58.203743228
RO010,Târgu Mureş,RO010,24.5583992,46.5565987,22.925985922
RO011,Piatra Neamţ,RO011,26.4022999,46.9023018,39.541147879
RO012,Cǎlǎraşi,RO012,27.3635006,44.2234001,9.444315830
RO013,Giurgiu,RO013,25.9242001,43.8772011,18.286060242
RO014,Alba Iulia,RO014,23.5774002,46.0135994,23.643840518
RO015,Focşani,RO015,27.2161007,45.7097015,7.082099197
RO016,Târgu Jiu,RO016,23.2425995,45.0102005,32.931485552
RO017,Tulcea,RO017,28.7812004,45.1627998,14.067214023
RO018,Târgovişte,RO018,25.4496002,44.9417992,36.785827964
RO019,Slatina,RO019,24.3626995,44.425499,13.561575980
RO020,Bârlad,RO020,27.6818008,46.2322006,18.336029134
RO021,Roman,RO021,26.9022999,46.9546013,8.154015764
RO022,Bistriţa,RO022,24.5412998,47.1282005,38.362216933
RO501,Constanta,RO501,28.5669003,44.1747017,7.316725339
RO502,Iasi,RO502,27.5967999,47.1593018,25.511200735
RO503,Galati,RO503,28.0405006,45.5052986,9.957627325
RO504,Brasov,RO504,25.6103001,45.597599,60.256605396
RO505,Ploiesti,RO505,26.0119991,44.9309998,14.053621754
RO506,Pitesti,RO506,24.8661003,44.8553009,38.930660287
RO507,Baia Mare,RO507,23.5802002,47.7400017,68.057572647
RO508,Buzau,RO508,26.7665005,45.1666985,20.168005027
RO509,Satu Mare,RO509,22.8883991,47.7650986,14.491477768
RO510,Botosani,RO510,26.6851997,47.7394981,14.263447457
RO511,Ramnicu Valcea,RO511,24.3407001,45.1086006,61.903104514
RO512,Suceava,RO512,26.2600994,47.6827011,23.286257238
RO513,Drobeta-Turnu Severin,RO513,22.6025009,44.6880989,45.305455642
RS001,Beograd,RS001,20.4832001,44.8348999,19.442749803
RS002,Novi Sad,RS002,19.8507004,45.2933006,19.388702995
RS003,Niš,RS003,21.8013,43.3263016,51.723668955
RS004,Kragujevac,RS004,20.8442993,44.0200996,48.336836116
RS005,Subotica,RS005,19.6112995,45.9510994,7.731453787
RS006,Novi Pazar,RS006,20.5517006,43.2346001,69.700258917
RS008,Zrenjanin,RS008,20.4792004,45.4020004,6.451550701
RS009,Kraljevo,RS009,20.6604004,43.6314011,73.552250915
RS011,Čačak,RS011,20.3950005,43.8875999,42.515414690
RS012,Kruševac,RS012,21.3479996,43.581501,52.893118167
RS013,Leskovac,RS013,21.9554996,42.9424019,61.169989487
RS014,Valjevo,RS014,19.9235001,44.2694016,48.530000246
RS015,Vranje,RS015,21.8980007,42.5321999,67.250468183
RS016,Smederevo,RS016,21.0435009,44.7061996,22.184584778
SE001,Stockholm,*,18.1905003,59.4628983,59.854951565
SE002,Göteborg,*,12.1677999,57.8179016,62.500343573
SE003,Malmö,SE003,13.2504997,55.5671005,15.581596518
SE004,Jönköping,SE004,14.1513996,57.7617989,64.464429444
SE005,Umeå,SE005,19.7826004,64.0593033,83.536403756
SE006,Uppsala,SE006,17.6916008,60.1271019,71.806557445
SE007,Linköping,*,15.6768999,58.2232018,61.963950090
SE008,Örebro,SE008,15.1505003,59.2492981,63.240918746
SE501,Västerås,SE501,16.4557991,59.7823982,58.240089414
SE502,Norrköping,*,16.3987007,58.4538994,62.638615388
SE503,Helsingborg,SE503,12.8655005,56.1655998,27.654073661
SE505,Borås,SE505,12.9411001,57.7322998,77.975437732
SI001,Ljubljana,SI001,14.5663996,46.0255013,65.916474114
SI002,Maribor,SI002,15.7524996,46.471199,48.384583813
SK001,Bratislava,SK001,17.1791,48.3174019,45.055052073
SK002,Košice,SK002,21.1856003,48.6911011,51.650594643
SK003,Banská Bystrica,SK003,19.2292995,48.7603989,74.870620660
SK004,Nitra,SK004,18.1091003,48.3041992,15.857479410
SK005,Prešov,SK005,21.2131996,48.9892006,49.872259582
SK006,Žilina,SK006,18.7728996,49.1730995,65.374306225
SK007,Trnava,SK007,17.5433998,48.4323006,22.495782091
SK008,Trenčín,SK008,18.0492001,48.8853989,57.377051123
TR001,Ankara,TR001,32.8328018,39.9314003,14.167768289
TR002,Adana-Mersin,TR002,35.0547981,37.0073013,39.638941358
TR003,Antalya,TR003,30.6592007,36.9347,53.358423164
TR004,Balıkesir,TR004,27.8698997,39.6473999,29.079445092
TR006,Denizli,TR006,29.1144009,37.8642998,36.929007522
TR007,Diyarbakır,TR007,40.2158012,37.9996986,2.230984639
TR008,Edirne,TR008,26.5855999,41.6897011,4.847572711
TR009,Erzurum,TR009,41.2727013,39.9822998,3.698063639
TR010,Gaziantep,TR010,37.3242989,37.0845985,32.577849570
TR011,Antakya,TR011,36.1025009,36.3390999,69.512422877
TR012,Istanbul,TR012,29.2014999,40.7728004,46.585513871
TR013,Izmir,TR013,27.3260994,38.4515991,47.672729490
TR014,Kars,TR014,43.2081985,40.5789986,0.656845903
TR015,Kastamonu,TR015,33.8116989,41.3096008,60.507332222
TR016,Kayseri,TR016,35.4791985,38.7985001,6.488433566
TR018,Konya,TR018,32.6544991,37.9082985,8.517471009
TR019,Malatya,TR019,38.3526993,38.3070984,24.719807234
TR021,Nevşehir,TR021,34.6876984,38.5917015,4.266555656
TR022,Samsun,TR022,36.2857018,41.2271996,59.978364129
TR023,Siirt,TR023,41.9028015,37.8889999,18.528454151
TR024,Trabzon,TR024,39.5996017,40.9455986,58.686254969
TR025,Van,TR025,43.3987007,38.6244011,1.650895512
TR026,Zonguldak,TR026,31.7199001,41.3089981,68.860966811
TR027,Eskişehir,TR027,30.5503998,39.7631989,24.736538022
TR028,Şanlıurfa,TR028,38.986599,37.1660004,4.699993989
TR029,Kahramanmaraş,TR029,36.8339005,37.6287003,46.747505765
TR030,Batman,TR030,41.1996002,37.8446999,3.808557002
TR031,Sivas,TR031,36.9916992,39.7327003,4.225600299
TR032,Elâzığ,TR032,39.2179985,38.6649017,10.915313315
TR033,Isparta,TR033,30.3519993,37.6721992,38.288502685
TR034,Çorum,TR034,34.862999,40.5059013,31.182785721
TR035,Osmaniye,TR035,36.2919006,37.0909004,67.182894211
TR036,Aksaray,TR036,33.899601,38.3839989,2.718073142
TR037,Aydın,TR037,28.1445007,37.9098015,59.140901793
TR038,Siverek,TR038,39.3942986,37.6638985,2.045743071
TR039,Afyonkarahisar,TR039,30.5730991,38.7692986,13.078486613
TR040,Ordu,TR040,37.9828987,40.8535004,55.688801780
TR041,Niğde,TR041,34.8092995,38.1200981,4.859730114
TR042,Uşak,TR042,29.2952995,38.6896019,29.988080769
TR043,Ağrı,TR043,43.1428986,39.8070984,0.543669072
TR044,Karaman,TR044,33.2238998,37.1738014,14.686098188
TR045,Yumurtalik,TR045,35.6621017,36.7571983,17.121032222
TR046,Rize,TR046,40.5486984,40.9561996,60.718774248
TR047,Ergani,TR047,39.7482986,38.1217995,5.455294064
TR048,Kütahya,TR048,30.0809002,39.4325981,42.554065687
TR049,Kadirli,TR049,35.9053001,37.5012016,59.991426651
TR050,Karabük,TR050,32.6090012,41.1537018,83.794760980
TR051,Çanakkale,TR051,26.5128994,40.0555,61.352962295
TR052,Akçakale,TR052,38.9253006,36.7900009,1.187851071
TR053,Erciş,TR053,43.3359985,39.1239014,1.458079311
TR054,Ereğli,TR054,34.0836983,37.6668015,2.633097259
TR055,Adıyaman,TR055,38.2663002,37.7494011,17.538837482
TR056,Viranşehir,TR056,39.7575989,37.2350998,0.674224838
TR057,Fethiye,TR057,29.1446991,36.6833992,72.701375736
TR058,Ceylanpinar,TR058,39.858799,36.907299,1.446183790
TR059,Tokat,TR059,36.5747986,40.2877998,54.361510839
TR060,Patnos,TR060,42.8858986,39.1772995,0.998670820
TR061,Ödemiş,TR061,28.0021992,38.2099991,46.948295051
TR062,Bolu,TR062,31.6592999,40.736599,72.892509398
TR063,Bandirma,TR063,27.9745007,40.2733002,14.231246191
TR064,Muş,TR064,41.4622002,38.8274994,12.122493529
TR065,Elbistan,TR065,37.3344002,38.2854996,2.572967198
TR066,Nizip,TR066,37.7804985,37.0527,43.975747175
TR067,Suruç,TR067,38.3828011,36.9872017,8.988845250
TR068,Salihli,TR068,28.1907997,38.5547981,27.558745493
TR069,Kilis,TR069,37.1063995,36.7560005,33.016794875
TR070,Kızıltepe,TR070,40.4511986,37.1310005,1.982303585
TR071,Midyat,TR071,41.3675995,37.3877983,14.432217436
TR072,Cizre,TR072,42.1674995,37.3132019,3.107491464
TR073,Çankırı,TR073,33.7655983,40.5323982,6.150186342
TR074,Bingöl,TR074,40.5153008,38.9429016,30.982112807
TR075,Akşehir,TR075,31.4650993,38.3590012,30.891881961
TR076,Polatli,TR076,32.1276016,39.4542999,1.378840942
TR077,Manavgat,TR077,31.3920994,37.0970001,66.654484826
TR078,Yozgat,TR078,34.8040009,39.8031006,9.902923335
TR079,Alaşehir,TR079,28.4911003,38.3405991,30.518911540
UK001,London,*,0.0460773,51.5503006,19.817102380
UK002,West Midlands urban area,*,-1.91997,52.5537987,17.210841734
UK003,Leeds,*,-1.7122101,53.9094009,10.101652963
UK004,Glasgow,*,-4.0430698,55.7396011,19.506086025
UK006,Liverpool,*,-2.9057801,53.4980011,12.510399962
UK007,Edinburgh,*,-3.0947499,55.9033012,15.824186434
UK008,Greater Manchester,*,-2.23663,53.3740005,19.617052073
UK009,Cardiff,*,-3.32043,51.6274986,30.241198595
UK010,Sheffield,*,-1.46333,53.401001,16.515673885
UK011,Bristol,*,-2.6019399,51.4754982,13.729947592
UK012,Belfast,UK012,-5.9737902,54.5950012,9.715176477
UK013,Newcastle upon Tyne,*,-2.0316801,55.2206001,18.975653825
UK014,Leicester,*,-1.14494,52.6044006,10.654853368
UK016,Aberdeen,UK016,-2.6157801,57.2397995,19.158545380
UK017,Cambridge,UK017,0.170039,52.2433014,7.618446958
UK018,Exeter,*,-3.4716001,50.7608986,18.703778246
UK019,Lincoln,*,-0.464815,53.2546997,7.901461314
UK023,Portsmouth,UK023,-1.11423,50.8372002,16.472295432
UK024,Worcester,UK024,-2.3377099,52.1837006,16.797661816
UK025,Coventry,*,-1.4547499,52.3740005,11.509797422
UK026,Kingston upon Hull,*,-0.484522,53.8697014,6.301247539
UK027,Stoke-on-Trent,*,-2.08145,53.0522995,14.051421726
UK029,Nottingham,*,-1.1442699,52.9570007,13.966671948
UK033,Guildford,*,-0.60137,51.1929016,41.068250105
UK050,Burnley,UK050,-2.1995001,53.8314018,9.362717114
UK056,Hastings,*,0.540022,50.9471016,32.214013990
UK515,Brighton and Hove,*,-0.0540478,50.8703995,14.990662270
UK516,Plymouth,*,-3.95416,50.5267982,15.858459211
UK517,Swansea,UK517,-3.88819,51.6626015,34.877929558
UK518,Derby,*,-1.5127701,52.9178009,15.186607903
UK520,Southampton,*,-1.55546,50.9754982,28.506024103
UK528,Northampton,*,-1.00183,52.2299004,10.658887875
UK539,Bournemouth,UK539,-2.0236299,50.7621994,29.623201066
UK546,Colchester,UK546,0.989974,51.8721008,12.130642482
UK550,Dundee City,UK550,-2.91922,56.7178001,11.548527094
UK551,Falkirk,*,-3.79772,55.9953003,21.794774127
UK552,Reading,*,-0.902194,51.4337997,23.983394213
UK553,Blackpool,*,-2.87573,53.8544998,9.128294947
UK557,Blackburn with Darwen,*,-2.4435699,53.8568001,15.253454564
UK558,Newport,*,-3.0006299,51.6268997,20.435491336
UK559,Middlesbrough,*,-1.18086,54.5742989,14.609268119
UK560,Oxford,*,-1.41023,51.8120003,12.604690393
UK562,Preston,UK562,-2.7026,53.7747993,12.381868848
UK566,Norwich,*,1.2889,52.5866013,14.571524649
UK568,Cheshire West and Chester,*,-2.87115,53.2014999,14.153775938
UK569,Ipswich,*,1.2139,52.1184006,15.433352739
UK571,Cheltenham,*,-2.0859499,51.9407005,12.708072167
XK001,Pristina,XK001,21.1385002,42.6571999,45.981168984
XK002,Prizren,XK002,20.7392998,42.2942009,48.176367824
XK003,Mitrovicë,XK003,20.8754997,42.842701,46.761958909